ID,Gene,ncbi,RSG
3562,hsa57404,57404,NG_007956.1
3563,hsa5741,5741,NG_008962.1
3564,hsa57410,57410,NG_047172.1
3565,hsa5742,5742,NG_032900.1
3566,hsa5743,5743,NG_028206.2
3567,hsa5744,5744,NG_023197.1
3568,hsa5745,5745,NG_008864.1
3569,hsa57453,57453,NG_051656.1
3570,hsa57459,57459,NG_050988.1
3571,hsa57466,57466,NG_047173.1
3572,hsa5747,5747,NG_029467.2
3573,hsa57491,57491,NG_029834.2
3574,hsa57492,57492,NG_066624.1
3575,hsa57498,57498,NG_053168.1
3576,hsa57502,57502,NG_008881.2
3577,hsa57505,57505,NG_031952.1
3578,hsa57506,57506,NG_030028.1
3579,hsa57509,57509,NG_023373.1
3580,hsa57510,57510,NG_051658.1
3581,hsa57511,57511,NG_028352.1
3582,hsa57513,57513,NG_033152.1
3583,hsa57514,57514,NG_007665.2
3584,hsa57520,57520,NG_053156.1
3585,hsa57521,57521,NG_013034.2
3586,hsa57522,57522,NG_051659.1
3587,hsa57531,57531,NG_046782.1
3588,hsa57534,57534,NG_033272.2
3589,hsa57535,57535,NG_032763.1
3590,hsa57539,57539,NG_021212.1
3591,hsa57546,57546,NG_051332.2
3592,hsa57560,57560,NG_022932.1
3593,hsa57561,57561,NG_051241.1
3594,hsa57578,57578,NG_051662.1
3595,hsa57579,57579,NG_054903.1
3596,hsa57591,57591,NG_065810.1
3597,hsa57592,57592,NG_051575.1
3598,hsa57599,57599,NG_051663.1
3599,hsa57609,57609,NG_021196.1
3600,hsa57614,57614,NG_051664.1
3601,hsa57616,57616,NG_051203.1
3602,hsa57619,57619,NG_028077.1
3603,hsa57646,57646,NG_051668.1
3604,hsa57664,57664,NG_054880.1
3605,hsa57670,57670,NG_032965.2
3606,hsa57674,57674,NG_031980.2
3607,hsa57679,57679,NG_008775.1
3608,hsa57680,57680,NG_021249.1
3609,hsa57688,57688,NG_053150.1
3610,hsa57692,57692,NG_016774.1
3611,hsa57697,57697,NG_007417.1
3612,hsa5770,5770,NG_012119.2
3613,hsa57708,57708,NG_029847.1
3614,hsa5771,5771,NG_029116.1
3615,hsa57716,57716,NG_007979.1
3616,hsa57724,57724,NG_042838.1
3617,hsa57731,57731,NG_029905.1
3618,hsa5774,5774,NG_047071.1
3619,hsa57786,57786,NG_047174.1
3620,hsa57798,57798,NG_032807.1
3621,hsa5781,5781,NG_007459.1
3622,hsa57817,57817,NG_011563.2
3623,hsa5782,5782,NG_008394.1
3624,hsa57822,57822,NG_009308.2
3625,hsa57829,57829,NG_046920.1
3626,hsa5783,5783,NG_029704.1
3627,hsa57835,57835,NG_032663.1
3628,hsa5784,5784,NG_028036.1
3629,hsa57863,57863,NG_051933.1
3630,hsa5787,5787,NG_029940.2
3631,hsa5788,5788,NG_007730.2
3632,hsa5789,5789,NG_033963.1
3633,hsa579,579,NG_023192.1
3634,hsa5791,5791,NG_029511.1
3635,hsa5792,5792,NG_047072.1
3636,hsa5795,5795,NG_012209.1
3637,hsa5798,5798,NG_029546.1
3638,hsa5799,5799,NG_029966.1
3639,hsa58,58,NG_006672.1
3640,hsa580,580,NG_012047.3
3641,hsa5800,5800,NG_031857.1
3642,hsa5802,5802,NG_033964.1
3643,hsa5803,5803,NG_023266.1
3644,hsa5805,5805,NG_008743.1
3645,hsa5806,5806,NG_051000.1
3646,hsa581,581,NG_012191.1
3647,hsa5813,5813,NG_041813.1
3648,hsa5817,5817,NG_008781.2
3649,hsa5818,5818,NG_013083.2
3650,hsa5819,5819,NG_029149.1
3651,hsa58190,58190,NG_030418.1
3652,hsa582,582,NG_009093.1
3653,hsa5824,5824,NG_008637.1
3654,hsa5825,5825,NG_008865.1
3655,hsa5826,5826,NG_032875.1
3656,hsa5828,5828,NG_008371.1
3657,hsa5829,5829,NG_029820.1
3658,hsa583,583,NG_009312.2
3659,hsa5830,5830,NG_008448.1
3660,hsa5831,5831,NG_023032.1
3661,hsa5832,5832,NG_012258.1
3662,hsa5836,5836,NG_012796.1
3663,hsa5837,5837,NG_013018.1
3664,hsa58484,58484,NG_041780.1
3665,hsa58495,58495,NG_046859.1
3666,hsa58497,58497,NG_052875.1
3667,hsa58499,58499,NG_052913.1
3668,hsa585,585,NG_009416.2
3669,hsa58504,58504,NG_053158.1
3670,hsa58508,58508,NG_033948.1
3671,hsa58529,58529,NG_032583.1
3672,hsa58538,58538,NG_012654.1
3673,hsa5858,5858,NG_052998.1
3674,hsa5859,5859,NG_042312.1
3675,hsa586,586,NG_008170.2
3676,hsa5860,5860,NG_008763.1
3677,hsa587,587,NG_013003.1
3678,hsa5870,5870,NG_029821.1
3679,hsa5871,5871,NG_033040.1
3680,hsa5873,5873,NG_009103.1
3681,hsa5879,5879,NG_029431.1
3682,hsa5880,5880,NG_007288.1
3683,hsa5885,5885,NG_032862.1
3684,hsa5888,5888,NG_012120.1
3685,hsa5889,5889,NG_023199.1
3686,hsa5890,5890,NG_023267.2
3687,hsa5892,5892,NG_031858.1
3688,hsa5893,5893,NG_017078.2
3689,hsa5894,5894,NG_007467.1
3690,hsa5896,5896,NG_007528.1
3691,hsa5897,5897,NG_007573.1
3692,hsa59,59,NG_011541.1
3693,hsa590,590,NG_009031.1
3694,hsa5903,5903,NG_012210.1
3695,hsa59067,59067,NG_031966.2
3696,hsa5909,5909,NG_029807.1
3697,hsa5913,5913,NG_008312.1
3698,hsa5914,5914,NG_027701.1
3699,hsa5915,5915,NG_029013.3
3700,hsa5916,5916,NG_029822.1
3701,hsa5917,5917,NG_041809.1
3702,hsa5921,5921,NG_011650.1
3703,hsa5922,5922,NG_042187.1
3704,hsa5924,5924,NG_030334.1
3705,hsa5925,5925,NG_009009.1
3706,hsa5926,5926,NG_052999.1
3707,hsa59269,59269,NG_030026.2
3708,hsa5927,5927,NG_046993.1
3709,hsa59272,59272,NG_012575.2
3710,hsa59277,59277,NG_051252.1
3711,hsa593,593,NG_013004.1
3712,hsa5932,5932,NG_012121.1
3713,hsa59338,59338,NG_027823.1
3714,hsa59341,59341,NG_017090.1
3715,hsa59345,59345,NG_033163.1
3716,hsa59350,59350,NG_031835.2
3717,hsa594,594,NG_009775.2
3718,hsa5940,5940,NG_012805.1
3719,hsa5947,5947,NG_047073.1
3720,hsa5949,5949,NG_029718.1
3721,hsa595,595,NG_007375.1
3722,hsa5950,5950,NG_009104.1
3723,hsa5956,5956,NG_009105.2
3724,hsa5959,5959,NG_008606.1
3725,hsa596,596,NG_009361.1
3726,hsa5961,5961,NG_009176.2
3727,hsa5962,5962,NG_023044.2
3728,hsa5967,5967,NG_023271.1
3729,hsa597,597,NG_029487.1
3730,hsa5970,5970,NG_029971.1
3731,hsa5972,5972,NG_012122.1
3732,hsa5973,5973,NG_012522.1
3733,hsa5978,5978,NG_029447.1
3734,hsa5979,5979,NG_007489.1
3735,hsa598,598,NG_029002.1
3736,hsa5980,5980,NG_053000.1
3737,hsa5982,5982,NG_008102.1
3738,hsa5989,5989,NG_051220.1
3739,hsa5992,5992,NG_047074.1
3740,hsa5993,5993,NG_007576.1
3741,hsa5994,5994,NG_007876.1
3742,hsa5995,5995,NG_009106.1
3743,hsa5997,5997,NG_012800.1
3744,hsa5998,5998,NG_029512.1
3745,hsa5999,5999,NG_023312.1
3746,hsa60,60,NG_007992.1
3747,hsa6002,6002,NG_029903.1
3748,hsa6005,6005,NG_011704.1
3749,hsa6010,6010,NG_009115.1
3750,hsa6016,6016,NG_033885.1
3751,hsa6017,6017,NG_008116.1
3752,hsa602,602,NG_052809.1
3753,hsa6023,6023,NG_017041.1
3754,hsa60343,60343,NG_016401.2
3755,hsa604,604,NG_007149.1
3756,hsa60401,60401,NG_013271.2
3757,hsa6041,6041,NG_009024.2
3758,hsa60412,60412,NG_047176.1
3759,hsa6046,6046,NG_042801.1
3760,hsa60482,60482,NG_042267.1
3761,hsa6049,6049,NG_017042.2
3762,hsa60528,60528,NG_015808.1
3763,hsa60529,60529,NG_015809.1
3764,hsa60561,60561,NG_051951.1
3765,hsa6059,6059,NG_047075.1
3766,hsa60672,60672,NG_030022.2
3767,hsa60676,60676,NG_023390.1
3768,hsa60681,60681,NG_015860.1
3769,hsa60684,60684,NG_033102.1
3770,hsa6091,6091,NG_011729.1
3771,hsa6092,6092,NG_027734.2
3772,hsa6093,6093,NG_042178.2
3773,hsa6094,6094,NG_009845.1
3774,hsa6095,6095,NG_029246.1
3775,hsa6096,6096,NG_046926.2
3776,hsa6097,6097,NG_029118.1
3777,hsa6098,6098,NG_033929.1
3778,hsa610,610,NG_052810.1
3779,hsa6100,6100,NG_012968.1
3780,hsa6101,6101,NG_009840.2
3781,hsa6102,6102,NG_009107.1
3782,hsa6103,6103,NG_009553.1
3783,hsa6121,6121,NG_008472.2
3784,hsa6125,6125,NG_011779.2
3785,hsa613,613,NG_009244.2
3786,hsa6133,6133,NG_052985.1
3787,hsa6134,6134,NG_012890.2
3788,hsa6135,6135,NG_011741.2
3789,hsa6138,6138,NG_033850.2
3790,hsa6143,6143,NG_053022.1
3791,hsa6144,6144,NG_046927.1
3792,hsa6154,6154,NG_031989.1
3793,hsa6155,6155,NG_053099.1
3794,hsa6165,6165,NG_011743.1
3795,hsa6166,6166,NG_033054.1
3796,hsa617,617,NG_008018.1
3797,hsa6170,6170,NG_016250.2
3798,hsa6173,6173,NG_012523.1
3799,hsa6183,6183,NG_029222.1
3800,hsa6185,6185,NG_042268.1
3801,hsa6191,6191,NG_012524.1
3802,hsa6197,6197,NG_007488.1
3803,hsa6198,6198,NG_029513.1
3804,hsa6201,6201,NG_011744.1
3805,hsa6204,6204,NG_023200.1
3806,hsa6208,6208,NG_042287.1
3807,hsa6209,6209,NG_017014.1
3808,hsa6218,6218,NG_009890.2
3809,hsa6223,6223,NG_007080.3
3810,hsa6224,6224,NG_042872.1
3811,hsa6229,6229,NG_012633.1
3812,hsa6231,6231,NG_023201.1
3813,hsa6232,6232,NG_053102.2
3814,hsa6233,6233,NG_017017.1
3815,hsa6234,6234,NG_050637.1
3816,hsa6235,6235,NG_050638.2
3817,hsa6237,6237,NG_042222.1
3818,hsa6239,6239,NG_016201.1
3819,hsa6240,6240,NG_027992.2
3820,hsa6247,6247,NG_008659.3
3821,hsa6249,6249,NG_030352.1
3822,hsa6252,6252,NG_029558.1
3823,hsa6253,6253,NG_032157.1
3824,hsa6257,6257,NG_023374.1
3825,hsa6258,6258,NG_029517.2
3826,hsa6259,6259,NG_032937.1
3827,hsa6261,6261,NG_008866.1
3828,hsa6262,6262,NG_008799.3
3829,hsa6263,6263,NG_047076.1
3830,hsa627,627,NG_011794.1
3831,hsa6272,6272,NG_028280.1
3832,hsa6274,6274,NG_046928.1
3833,hsa6275,6275,NG_027993.1
3834,hsa6288,6288,NG_021330.1
3835,hsa629,629,NG_008191.1
3836,hsa6295,6295,NG_009116.1
3837,hsa6297,6297,NG_051069.1
3838,hsa6299,6299,NG_007990.1
3839,hsa6303,6303,NG_012929.1
3840,hsa6304,6304,NG_027814.2
3841,hsa6305,6305,NG_041810.1
3842,hsa6307,6307,NG_042288.1
3843,hsa6309,6309,NG_009446.1
3844,hsa631,631,NG_012423.2
3845,hsa6310,6310,NG_011571.1
3846,hsa6311,6311,NG_011572.3
3847,hsa6314,6314,NG_008227.1
3848,hsa6318,6318,NG_053001.1
3849,hsa632,632,NG_047015.1
3850,hsa6323,6323,NG_011906.1
3851,hsa6324,6324,NG_013359.1
3852,hsa6326,6326,NG_008143.1
3853,hsa6327,6327,NG_042217.1
3854,hsa6328,6328,NG_042289.1
3855,hsa6329,6329,NG_011699.1
3856,hsa633,633,NG_015961.1
3857,hsa6330,6330,NG_011710.1
3858,hsa6331,6331,NG_008934.1
3859,hsa6334,6334,NG_021180.3
3860,hsa6336,6336,NG_031891.2
3861,hsa6337,6337,NG_011945.2
3862,hsa6338,6338,NG_011908.1
3863,hsa634,634,NG_029051.2
3864,hsa6340,6340,NG_011909.1
3865,hsa6341,6341,NG_008228.2
3866,hsa6342,6342,NG_012211.1
3867,hsa6344,6344,NG_029904.1
3868,hsa6347,6347,NG_012123.1
3869,hsa6348,6348,NG_027730.1
3870,hsa6349,6349,NG_023369.1
3871,hsa635,635,NG_029156.1
3872,hsa6351,6351,NG_033066.2
3873,hsa6352,6352,NG_015990.1
3874,hsa6356,6356,NG_012212.1
3875,hsa6368,6368,NG_029876.2
3876,hsa6382,6382,NG_050639.1
3877,hsa63827,63827,NG_030013.1
3878,hsa6387,6387,NG_016861.2
3879,hsa6389,6389,NG_012339.1
3880,hsa63891,63891,NG_011603.1
3881,hsa63892,63892,NG_051580.1
3882,hsa63894,63894,NG_023421.2
3883,hsa639,639,NG_029115.1
3884,hsa6390,6390,NG_012340.1
3885,hsa63904,63904,NG_013231.1
3886,hsa63908,63908,NG_053071.1
3887,hsa6391,6391,NG_012767.1
3888,hsa63916,63916,NG_053169.1
3889,hsa6392,6392,NG_012337.3
3890,hsa63925,63925,NG_029772.1
3891,hsa63929,63929,NG_028221.1
3892,hsa63932,63932,NG_016378.1
3893,hsa6397,6397,NG_050640.2
3894,hsa63970,63970,NG_030401.1
3895,hsa63971,63971,NG_029766.1
3896,hsa63976,63976,NG_029576.2
3897,hsa63979,63979,NG_051949.1
3898,hsa6399,6399,NG_011555.1
3899,hsa640,640,NG_023543.2
3900,hsa6400,6400,NG_030335.1
3901,hsa6401,6401,NG_012124.1
3902,hsa6402,6402,NG_016132.1
3903,hsa6403,6403,NG_012125.2
3904,hsa64061,64061,NG_013267.1
3905,hsa64072,64072,NG_008835.1
3906,hsa64087,64087,NG_008882.1
3907,hsa64090,64090,NG_046977.1
3908,hsa64093,64093,NG_028217.1
3909,hsa64094,64094,NG_032781.1
3910,hsa641,641,NG_007272.1
3911,hsa64102,64102,NG_013266.2
3912,hsa64109,64109,NG_034237.1
3913,hsa64127,64127,NG_007508.1
3914,hsa64129,64129,NG_028164.1
3915,hsa64135,64135,NG_011495.1
3916,hsa64137,64137,NG_047178.1
3917,hsa64145,64145,NG_041773.1
3918,hsa6416,6416,NG_033952.1
3919,hsa64170,64170,NG_021197.1
3920,hsa64175,64175,NG_008123.1
3921,hsa6418,6418,NG_030356.1
3922,hsa642,642,NG_011440.1
3923,hsa64218,64218,NG_027683.1
3924,hsa64219,64219,NG_021258.1
3925,hsa64221,64221,NG_016214.1
3926,hsa6423,6423,NG_046941.1
3927,hsa64240,64240,NG_008883.1
3928,hsa64241,64241,NG_008884.2
3929,hsa6427,6427,NG_032905.1
3930,hsa64283,64283,NG_017198.2
3931,hsa6431,6431,NG_029906.1
3932,hsa64321,64321,NG_028171.1
3933,hsa64324,64324,NG_009821.1
3934,hsa64333,64333,NG_023205.2
3935,hsa6434,6434,NG_029862.1
3936,hsa64344,64344,NG_029679.1
3937,hsa643641,643641,NG_051961.1
3938,hsa64374,64374,NG_008112.2
3939,hsa64376,64376,NG_067239.1
3940,hsa64388,64388,NG_053136.1
3941,hsa6439,6439,NG_016967.1
3942,hsa64393,64393,NG_050678.1
3943,hsa64399,64399,NG_011496.1
3944,hsa644,644,NG_031876.1
3945,hsa6440,6440,NG_016968.1
3946,hsa6441,6441,NG_042218.1
3947,hsa64419,64419,NG_017068.1
3948,hsa6442,6442,NG_008889.1
3949,hsa64421,64421,NG_007276.1
3950,hsa6443,6443,NG_008891.1
3951,hsa6444,6444,NG_008693.2
3952,hsa6445,6445,NG_008759.1
3953,hsa6447,6447,NG_051230.1
3954,hsa6448,6448,NG_008229.1
3955,hsa64499,64499,NG_032951.1
3956,hsa6452,6452,NG_011609.1
3957,hsa6453,6453,NG_029504.1
3958,hsa6455,6455,NG_028084.1
3959,hsa64581,64581,NG_016291.1
3960,hsa64599,64599,NG_053106.1
3961,hsa6462,6462,NG_011981.2
3962,hsa6464,6464,NG_029028.1
3963,hsa64641,64641,NG_030344.1
3964,hsa64651,64651,NG_047179.1
3965,hsa6468,6468,NG_008091.1
3966,hsa6469,6469,NG_007504.2
3967,hsa64699,64699,NG_011629.2
3968,hsa6470,6470,NG_017111.1
3969,hsa64710,64710,NG_027548.1
3970,hsa64718,64718,NG_033129.1
3971,hsa6472,6472,NG_029163.1
3972,hsa6473,6473,NG_009385.2
3973,hsa6474,6474,NG_047079.1
3974,hsa64743,64743,NG_015879.1
3975,hsa64746,64746,NG_028985.1
3976,hsa64755,64755,NG_033149.1
3977,hsa6476,6476,NG_017043.1
3978,hsa64762,64762,NG_030329.1
3979,hsa6477,6477,NG_029599.1
3980,hsa64780,64780,NG_042833.1
3981,hsa64784,64784,NG_047180.1
3982,hsa64787,64787,NG_051601.1
3983,hsa64800,64800,NG_030019.1
3984,hsa64802,64802,NG_032954.1
3985,hsa64805,64805,NG_016019.1
3986,hsa6483,6483,NG_046942.1
3987,hsa64837,64837,NG_046774.1
3988,hsa6484,6484,NG_053025.1
3989,hsa64840,64840,NG_009278.1
3990,hsa64848,64848,NG_051594.1
3991,hsa64857,64857,NG_054904.1
3992,hsa64858,64858,NG_057565.1
3993,hsa64860,64860,NG_016347.1
3994,hsa6487,6487,NG_028196.1
3995,hsa649,649,NG_029659.1
3996,hsa6490,6490,NG_028086.1
3997,hsa6491,6491,NG_012126.1
3998,hsa64919,64919,NG_027894.1
3999,hsa6492,6492,NG_008230.1
4000,hsa64926,64926,NG_052951.1
4001,hsa6493,6493,NG_029519.1
4002,hsa6495,6495,NG_008231.1
4003,hsa6496,6496,NG_016222.1
4004,hsa6497,6497,NG_013084.1
4005,hsa6498,6498,NG_030357.1
4006,hsa6499,6499,NG_032652.1
4007,hsa650,650,NG_023233.1
4008,hsa65009,65009,NG_041803.1
4009,hsa65010,65010,NG_047183.1
4010,hsa65018,65018,NG_008164.1
4011,hsa6502,6502,NG_029643.2
4012,hsa6505,6505,NG_017044.1
4013,hsa65055,65055,NG_013037.1
4014,hsa65056,65056,NG_029503.2
4015,hsa65057,65057,NG_042874.1
4016,hsa6506,6506,NG_008727.2
4017,hsa65062,65062,NG_032049.1
4018,hsa6507,6507,NG_015890.1
4019,hsa65078,65078,NG_012176.2
4020,hsa6508,6508,NG_050748.1
4021,hsa65080,65080,NG_050679.1
4022,hsa65082,65082,NG_054909.1
4023,hsa6509,6509,NG_053002.1
4024,hsa65109,65109,NG_009241.1
4025,hsa65110,65110,NG_029528.1
4026,hsa65123,65123,NG_050682.1
4027,hsa65125,65125,NG_007984.3
4028,hsa6513,6513,NG_008232.1
4029,hsa6514,6514,NG_008108.1
4030,hsa6517,6517,NG_012127.1
4031,hsa6519,6519,NG_008233.1
4032,hsa652,652,NG_009215.1
4033,hsa6521,6521,NG_007498.1
4034,hsa6522,6522,NG_051947.1
4035,hsa6523,6523,NG_017045.1
4036,hsa6525,6525,NG_029838.1
4037,hsa65250,65250,NG_032772.2
4038,hsa65263,65263,NG_051357.1
4039,hsa65266,65266,NG_016227.1
4040,hsa65267,65267,NG_021259.2
4041,hsa6529,6529,NG_053003.1
4042,hsa6530,6530,NG_016969.1
4043,hsa653067,653067,NG_029951.2
4044,hsa6531,6531,NG_015885.1
4045,hsa6532,6532,NG_011747.2
4046,hsa653361,653361,NG_009078.2
4047,hsa653489,653489,NG_021160.1
4048,hsa6535,6535,NG_012016.2
4049,hsa653509,653509,NG_021189.1
4050,hsa6536,6536,NG_050929.1
4051,hsa6547,6547,NG_047080.1
4052,hsa6548,6548,NG_030006.1
4053,hsa6549,6549,NG_050930.1
4054,hsa655,655,NG_032771.1
4055,hsa6550,6550,NG_046804.1
4056,hsa6557,6557,NG_021301.1
4057,hsa6558,6558,NG_042286.1
4058,hsa6559,6559,NG_009386.2
4059,hsa6560,6560,NG_033098.1
4060,hsa6566,6566,NG_015880.2
4061,hsa6567,6567,NG_011641.2
4062,hsa6569,6569,NG_016223.1
4063,hsa657,657,NG_009362.1
4064,hsa6573,6573,NG_028278.2
4065,hsa6574,6574,NG_028281.1
4066,hsa6576,6576,NG_033863.1
4067,hsa6578,6578,NG_031964.3
4068,hsa658,658,NG_009245.1
4069,hsa6583,6583,NG_012129.2
4070,hsa6584,6584,NG_008982.2
4071,hsa6586,6586,NG_033081.1
4072,hsa659,659,NG_009363.1
4073,hsa6590,6590,NG_028137.1
4074,hsa6591,6591,NG_012130.1
4075,hsa6594,6594,NG_012526.1
4076,hsa6595,6595,NG_032162.2
4077,hsa6597,6597,NG_011556.3
4078,hsa6598,6598,NG_009303.1
4079,hsa65981,65981,NG_029557.2
4080,hsa660,660,NG_013227.1
4081,hsa66002,66002,NG_008336.2
4082,hsa6601,6601,NG_047081.1
4083,hsa6603,6603,NG_053004.1
4084,hsa6604,6604,NG_029468.1
4085,hsa6605,6605,NG_032163.1
4086,hsa6606,6606,NG_008691.1
4087,hsa6607,6607,NG_008728.1
4088,hsa6608,6608,NG_023340.2
4089,hsa6609,6609,NG_011780.1
4090,hsa6611,6611,NG_009228.1
4091,hsa6612,6612,NG_033969.1
4092,hsa6616,6616,NG_029626.1
4093,hsa6620,6620,NG_012131.1
4094,hsa6621,6621,NG_051233.1
4095,hsa6622,6622,NG_011851.1
4096,hsa6623,6623,NG_008783.1
4097,hsa6624,6624,NG_030004.1
4098,hsa6628,6628,NG_042057.1
4099,hsa663,663,NG_029765.2
4100,hsa6635,6635,NG_050954.1
4101,hsa6638,6638,NG_012958.1
4102,hsa6640,6640,NG_011622.1
4103,hsa6642,6642,NG_029708.1
4104,hsa6646,6646,NG_030638.1
4105,hsa6647,6647,NG_008689.1
4106,hsa6648,6648,NG_008729.3
4107,hsa6649,6649,NG_012213.1
4108,hsa6651,6651,NG_052981.1
4109,hsa6653,6653,NG_023313.1
4110,hsa6654,6654,NG_007530.1
4111,hsa6655,6655,NG_051073.1
4112,hsa6657,6657,NG_009080.1
4113,hsa6658,6658,NG_009387.1
4114,hsa6659,6659,NG_029166.1
4115,hsa666,666,NG_029488.1
4116,hsa6660,6660,NG_029612.2
4117,hsa6662,6662,NG_012490.1
4118,hsa6663,6663,NG_007948.1
4119,hsa6664,6664,NG_050751.1
4120,hsa6667,6667,NG_030361.1
4121,hsa667,667,NG_029322.2
4122,hsa6670,6670,NG_029153.1
4123,hsa6671,6671,NG_050737.1
4124,hsa6672,6672,NG_029842.1
4125,hsa6674,6674,NG_033834.2
4126,hsa6678,6678,NG_042174.1
4127,hsa668,668,NG_012454.1
4128,hsa6683,6683,NG_008730.1
4129,hsa6687,6687,NG_008082.1
4130,hsa669,669,NG_012921.1
4131,hsa6690,6690,NG_008356.2
4132,hsa6692,6692,NG_029239.1
4133,hsa6695,6695,NG_034127.1
4134,hsa6696,6696,NG_030362.1
4135,hsa6697,6697,NG_008234.1
4136,hsa6708,6708,NG_011474.1
4137,hsa6709,6709,NG_027748.1
4138,hsa671,671,NG_047016.1
4139,hsa6710,6710,NG_016202.2
4140,hsa6711,6711,NG_029817.1
4141,hsa6712,6712,NG_016150.2
4142,hsa6714,6714,NG_023033.1
4143,hsa6716,6716,NG_008365.1
4144,hsa6717,6717,NG_032138.1
4145,hsa672,672,NG_005905.2
4146,hsa6720,6720,NG_029029.1
4147,hsa673,673,NG_007873.3
4148,hsa6731,6731,NG_032796.1
4149,hsa6732,6732,NG_029520.1
4150,hsa6736,6736,NG_011751.1
4151,hsa6741,6741,NG_030640.1
4152,hsa6748,6748,NG_041795.1
4153,hsa675,675,NG_012772.3
4154,hsa6752,6752,NG_029371.1
4155,hsa6755,6755,NG_016744.1
4156,hsa6756,6756,NG_012528.2
4157,hsa6758,6758,NG_012529.1
4158,hsa6764,6764,NG_029450.1
4159,hsa6768,6768,NG_012132.1
4160,hsa6770,6770,NG_011827.1
4161,hsa6772,6772,NG_008294.1
4162,hsa6773,6773,NG_046314.1
4163,hsa6774,6774,NG_007370.1
4164,hsa6775,6775,NG_012852.1
4165,hsa6777,6777,NG_007271.1
4166,hsa6778,6778,NG_021272.2
4167,hsa6780,6780,NG_029453.2
4168,hsa6785,6785,NG_009108.2
4169,hsa6786,6786,NG_016277.1
4170,hsa6789,6789,NG_032172.1
4171,hsa6790,6790,NG_012133.1
4172,hsa6792,6792,NG_008475.1
4173,hsa6794,6794,NG_007460.2
4174,hsa6795,6795,NG_012134.1
4175,hsa6799,6799,NG_032570.1
4176,hsa6804,6804,NG_013360.1
4177,hsa6809,6809,NG_047082.1
4178,hsa6811,6811,NG_030034.1
4179,hsa6812,6812,NG_016623.1
4180,hsa6813,6813,NG_016709.1
4181,hsa6815,6815,NG_030377.1
4182,hsa6817,6817,NG_028128.1
4183,hsa682,682,NG_007468.1
4184,hsa6820,6820,NG_029063.1
4185,hsa6821,6821,NG_008136.1
4186,hsa6822,6822,NG_016745.1
4187,hsa6833,6833,NG_008867.1
4188,hsa6839,6839,NG_012530.2
4189,hsa6840,6840,NG_033998.1
4190,hsa6843,6843,NG_042188.2
4191,hsa6845,6845,NG_021435.1
4192,hsa6850,6850,NG_017046.2
4193,hsa6853,6853,NG_008437.1
4194,hsa6854,6854,NG_011728.2
4195,hsa6855,6855,NG_012532.1
4196,hsa686,686,NG_008019.2
4197,hsa6866,6866,NG_021398.1
4198,hsa6868,6868,NG_029873.1
4199,hsa6869,6869,NG_029522.1
4200,hsa6870,6870,NG_023344.1
4201,hsa6872,6872,NG_012771.2
4202,hsa6873,6873,NG_033911.1
4203,hsa6875,6875,NG_034162.1
4204,hsa6878,6878,NG_029454.1
4205,hsa6885,6885,NG_011966.2
4206,hsa6888,6888,NG_008160.1
4207,hsa6890,6890,NG_011759.1
4208,hsa6891,6891,NG_009793.4
4209,hsa6892,6892,NG_009876.1
4210,hsa6898,6898,NG_008235.1
4211,hsa6900,6900,NG_033845.1
4212,hsa6901,6901,NG_009634.2
4213,hsa6904,6904,NG_011721.1
4214,hsa6905,6905,NG_009230.1
4215,hsa6906,6906,NG_021252.1
4216,hsa6907,6907,NG_053005.1
4217,hsa6908,6908,NG_008165.1
4218,hsa6910,6910,NG_007373.1
4219,hsa6911,6911,NG_023283.1
4220,hsa6913,6913,NG_013361.1
4221,hsa6915,6915,NG_013363.1
4222,hsa6916,6916,NG_008422.2
4223,hsa6925,6925,NG_011716.2
4224,hsa6926,6926,NG_008315.1
4225,hsa6927,6927,NG_011731.2
4226,hsa6928,6928,NG_013019.2
4227,hsa6929,6929,NG_029953.2
4228,hsa6932,6932,NG_030367.1
4229,hsa6934,6934,NG_012631.1
4230,hsa6935,6935,NG_017048.1
4231,hsa6938,6938,NG_033851.2
4232,hsa694,694,NG_065368.1
4233,hsa6942,6942,NG_028982.3
4234,hsa6943,6943,NG_032121.1
4235,hsa6945,6945,NG_029442.1
4236,hsa6948,6948,NG_007263.1
4237,hsa6949,6949,NG_011341.1
4238,hsa695,695,NG_009616.1
4239,hsa699,699,NG_012048.1
4240,hsa6990,6990,NG_016797.1
4241,hsa6997,6997,NG_017049.1
4242,hsa70,70,NG_007553.1
4243,hsa7001,7001,NG_029901.1
4244,hsa7003,7003,NG_021302.1
4245,hsa7004,7004,NG_029958.1
4246,hsa701,701,NG_016338.1
4247,hsa7010,7010,NG_011828.1
4248,hsa7013,7013,NG_029121.1
4249,hsa7015,7015,NG_009265.1
4250,hsa7018,7018,NG_013080.2
4251,hsa7019,7019,NG_053006.1
4252,hsa7020,7020,NG_016151.1
4253,hsa7021,7021,NG_008438.1
4254,hsa7024,7024,NG_029908.1
4255,hsa7025,7025,NG_034119.1
4256,hsa7026,7026,NG_016753.1
4257,hsa7027,7027,NG_029909.1
4258,hsa7030,7030,NG_016297.2
4259,hsa7035,7035,NG_029714.2
4260,hsa7036,7036,NG_007989.1
4261,hsa7037,7037,NG_046395.1
4262,hsa7038,7038,NG_015832.1
4263,hsa7039,7039,NG_029975.1
4264,hsa7040,7040,NG_013364.1
4265,hsa7042,7042,NG_027721.2
4266,hsa7043,7043,NG_011715.1
